,Unnamed: 0,ra_1,dec_1,TYPE,g,r,z,w1,w2,rg_EXP,rg_DEV,fluxg,fluxr,fluxz,fluxw1,fluxw2,shapeexp_e1,shapeexp_e2,shapedev_e1,shapedev_e2,col1,ra_2,dec_2,redshift,weight,mass_stellar,Separation
342231,342323,239.0919996,9.401134579,DEV,19.72654323,18.32322437,17.16682512,16.57354394,16.87332714,0,4.7664347,12.864198,46.85007,135.9158,234.73747,178.10214,0,0,0.25971586,-0.45462826,231246,239.09201,9.40113,0.18412,1,11.58416,0.040542525
342272,342364,239.0861882,12.60598826,DEV,20.07847289,18.84744568,17.94860623,17.38867958,17.87310951,0,6.3606133,9.302739,28.908245,66.15421,110.79704,70.91795,0,0,-0.09120045,-0.025780065,229488,239.08617,12.60604,0.5499,1,11.58252,0.19691955
342298,342390,239.1549984,18.80312401,DEV,19.99494332,18.62455944,17.57276944,17.07097888,17.35936178,0,4.6532207,10.046682,35.49574,93.51736,148.45966,113.82962,0,0,-0.5050703,-0.4715249,70333,239.15498,18.80313,0.21435,1,11.21295,0.066327665
342881,342975,239.5129854,10.62442557,DEV,19.38831592,18.20549831,16.98041757,16.59577643,17.17362869,0,13.624,17.56603,52.21565,161.37378,229.97966,135.06677,0,0,-0.033426996,0.52565056,229110,239.51289,10.62432,0.60266,1,11.45318,0.508426416
342962,343056,239.5009424,24.95213318,DEV,19.99613342,18.9168386,18.00426562,17.54798595,17.80640574,0,1.3784016,10.035676,27.118431,62.84833,95.676575,75.41152,0,0,0.30232358,0.3133943,62940,239.50096,24.95216,0.17033,1,10.79813,0.112433438
343067,343161,239.5061773,16.10840713,DEV,19.95838247,18.16878162,17.16706649,16.37550825,16.78525262,0,5.233812,10.390753,54.01164,135.88559,281.7064,193.15189,0,0,0.17377457,-0.094047144,76761,239.50615,16.10843,0.43629,1,12.09893,0.12517975
343096,343190,239.6686605,19.47208366,DEV,19.80440481,19.85684698,20.34623775,19.98181399,20.24201051,0,2.7124562,11.973968,11.409358,7.269506,10.16891,8.001949,0,0,0.8487508,-0.19128703,68190,239.66864,19.47211,0.06325,1,8.33254,0.11769902
344113,344207,240.1744673,27.25570959,DEV,20.17471308,18.33914701,17.28235062,16.60585521,17.22546258,0,5.4742494,8.51363,46.168015,122.19678,227.85466,128.77008,0,0,0.18663509,0.03328233,180471,240.17448,27.25573,0.4697,1,12.12117,0.084033337
344214,344308,240.2385935,16.49106268,DEV,20.12916407,18.30596273,17.30679958,16.60928163,17.12526018,0,3.3448641,8.878393,47.600872,119.47586,227.13672,141.21991,0,0,-0.1917503,-0.004592861,76732,240.2386,16.49106,0.45025,1,11.90024,0.024513289
346152,346246,241.5699717,8.736080224,DEV,19.45461691,18.33596632,17.67308312,17.67390572,18.16020557,0,1.1178882,16.525448,46.303463,85.264206,85.19963,54.439957,0,0,0.016315008,0.10191836,272427,241.56999,8.73606,0.16524,1,10.63691,0.09775917
346174,346268,241.5369773,11.85354731,DEV,19.93320346,18.65886984,17.85584889,17.88181963,18.23364126,0,2.4999695,10.634538,34.391575,72.05439,70.3513,50.879578,0,0,0.26599535,0.25091657,273870,241.53694,11.85347,0.21316,1,10.75073,0.307710245
347190,347285,242.0738613,7.695982153,DEV,19.75222031,17.87659235,16.84475141,16.11019456,16.61489524,0,6.201081,12.563536,70.69083,182.85188,359.68488,225.96538,0,0,0.05760322,0.13127908,270760,242.07378,7.69597,0.46037,3,12.17073,0.293316095
347559,347654,242.4189822,10.41635551,DEV,20.19628697,19.11337148,18.33618406,18.0933834,18.48394547,0,2.745405,8.346131,22.628273,46.294178,57.895744,40.403763,0,0,-0.16887136,0.19920017,273529,242.41891,10.41626,0.21079,1,10.7189,0.428454515
349175,349270,243.3674066,19.2081266,DEV,19.64383828,18.22593416,17.36406569,17.20338443,17.80890724,0,5.6924567,13.882404,51.24203,113.337524,131.41539,75.237976,0,0,-0.038220987,-0.30688143,100345,243.36742,19.20808,0.3814,1,11.61671,0.173801862
349911,350007,243.8128773,10.50884371,DEV,20.02263182,19.23457637,18.28600113,17.82208262,18.98866574,0,4.1130347,9.793711,20.238087,48.484123,74.33048,25.38246,0,0,0.011892373,-0.06731576,272978,243.81291,10.50881,0.55403,1,11.25783,0.167808452
349987,350083,243.9535347,24.31425976,DEV,19.83876457,18.29143183,17.29230705,16.91958345,17.35861366,0,3.0784085,11.600966,48.242218,121.08133,170.6737,113.90808,0,0,0.018905342,0.054528806,180513,243.95357,24.3143,0.2534,1,11.92017,0.185411392
350239,350335,243.9359338,12.59729371,DEV,20.08342677,18.75221534,17.95545653,17.88219036,18.36908943,0,2.1771696,9.26039,31.55832,65.73814,70.327286,44.91219,0,0,-0.11965097,0.20237309,103452,243.93594,12.59732,0.23063,1,10.98964,0.097124032
350257,350353,244.0016464,15.08080141,DEV,17.98969614,20.47520101,18.92399047,17.73775276,18.43789479,0,1.8869735,63.697376,6.455347,26.940386,80.33391,42.15432,0,0,0.2355484,-0.16492338,103284,244.00162,15.08086,0.66004,1,11.86234,0.230065109
350443,350539,244.0211172,23.08896973,DEV,20.10800789,19.49476218,18.66783211,17.66548516,18.00058669,0,2.1107082,9.05309,15.925575,34.108856,85.862976,63.06165,0,0,0.3315153,0.12130109,62457,244.02113,23.08898,0.53276,1,11.329,0.056196931
350862,350958,244.3801809,19.38097532,DEV,20.00948492,18.09494828,17.06610131,16.29499745,16.82301842,0,6.795751,9.913021,57.81236,149.1281,303.38983,186.54887,0,0,0.087788045,-0.26522994,105374,244.38026,19.3809,0.46715,1,12.01638,0.381691972
351323,351419,244.8372852,26.5033393,DEV,20.0939424,18.22823071,17.27987253,16.64486662,17.14167129,0,4.959367,9.171134,51.13376,122.476,219.81299,139.1014,0,0,-0.075868145,0.001698418,232188,244.83727,26.50333,0.4356,1,11.87203,0.05934702
352509,352606,245.727915,25.74014317,DEV,19.75860893,18.44640644,17.53144149,17.53224783,18.17102698,0,6.408523,12.489827,41.82514,97.14566,97.07354,53.900055,0,0,0.08257293,0.18018907,244707,245.72784,25.74008,0.47084,1,11.52776,0.333047588
352572,352669,245.7137842,12.61823486,DEV,20.11775582,18.93299128,18.00992408,17.57636134,18.33963056,0,3.5500643,8.972174,26.717972,62.52164,93.20849,46.147457,0,0,0.004997761,0.12953904,104431,245.71379,12.6181,0.51573,1,11.24302,0.485904207
352656,352753,245.7518573,31.80589989,DEV,20.01661701,18.19133542,17.13626357,16.37165121,16.92544695,0,3.272713,9.848117,52.901237,139.79594,282.70892,169.75447,0,0,0.03957704,-0.12683155,248301,245.75185,31.8059,0.48161,1,12.10477,0.02228576
352828,352925,245.9266491,13.27122839,DEV,19.77913999,18.7137698,17.96345109,18.2263784,18.63286996,0,3.946453,12.255866,32.69581,65.25587,51.22107,35.225082,0,0,-0.12007466,0.115795225,101946,245.92662,13.27126,0.35283,1,10.73786,0.152813219
353194,353291,246.3347775,7.292492866,DEV,19.45726653,18.33567413,17.58251295,17.40713169,17.58175798,0,2.9656901,16.485168,46.315926,92.68188,108.929955,92.746346,0,0,0.053269774,0.18412416,272341,246.33476,7.29248,0.28437,1,11.19551,0.077717856
353247,353344,246.4554227,20.32829549,DEV,19.8387095,18.00922767,16.88111837,16.08748118,16.66363363,0,6.497203,11.601555,62.561756,176.82866,367.28867,216.04616,0,0,0.1110754,-0.002219254,105351,246.45541,20.32833,0.49396,2,12.04754,0.131379211
353319,353416,246.4768845,33.87898697,DEV,17.17911159,20.01361289,18.90094039,18.04211048,18.64077628,0,1.5064,134.38641,9.875403,27.518442,60.695404,34.969505,0,0,-0.25996056,0.34931841,264049,246.47694,33.879,0.53556,1,11.42205,0.172487215
353624,353721,246.513054,20.36961499,DEV,19.93678072,18.39114515,17.30233181,16.42891738,16.97640423,0,3.575301,10.599557,44.009045,119.96851,268.1841,161.97139,0,0,0.070100956,-0.1520191,98184,246.51309,20.3696,0.48931,1,12.02687,0.132802612
354093,354190,246.811465,29.56066709,DEV,18.8993095,17.95855759,17.30130156,17.65806924,18.07387639,0,5.801739,27.559809,65.550644,120.082405,86.451454,58.945335,0,0,0.24778433,0.43862873,242783,246.81149,29.56076,0.18921,1,10.40264,0.343536614
354249,354346,247.0735493,27.77669629,DEV,20.10436343,18.20507006,17.17479126,16.39693309,16.91825453,0,3.5230482,9.083529,52.236248,134.92223,276.20197,170.88274,0,0,-0.12722707,-0.004812561,248350,247.0735,27.77671,0.45672,1,12.0893,0.164561696
354414,354511,247.3074107,10.92228022,DEV,18.86090692,17.62621714,16.88435604,16.94366039,17.35750036,0,4.4084477,28.552046,89.02524,176.30214,166.93056,114.02494,0,0,-0.24523096,-0.1884598,104263,247.30742,10.92231,0.19058,1,10.77843,0.112157099
354676,354773,247.3420201,11.83675907,DEV,19.99715452,18.44922877,17.33821339,16.51596614,17.12025096,0,4.934053,10.026242,41.71656,116.06857,247.52185,141.87296,0,0,0.09112743,-0.05621014,105457,247.34204,11.83676,0.52869,2,12.0457,0.070342281
354920,355017,247.7554321,14.90724266,DEV,19.95777338,18.06375638,17.08466684,16.35314402,16.8627327,0,3.523371,10.396584,59.497326,146.59976,287.5692,179.84854,0,0,-0.12223365,-0.12809494,105396,247.75545,14.90723,0.43195,1,12.08258,0.0772479
355138,355235,247.6956788,12.99335796,DEV,20.17225583,19.23136176,18.6541397,18.92691558,19.5576654,0,1.5099704,8.53292,20.298096,34.541733,26.867903,15.02913,0,0,-0.12580381,0.007444858,103237,247.69557,12.99331,0.12015,1,9.65779,0.418967284
355762,355860,248.3541332,21.73094393,DEV,19.21349603,18.28430865,17.40739484,16.81927169,16.87285666,0,6.7229047,20.634863,48.55976,108.90356,187.19374,178.17934,0,0,-0.35834134,0.34340122,107101,248.35422,21.73102,0.18376,1,10.71502,0.399170805
355794,355892,248.2287323,30.30885651,DEV,20.06031692,18.29869488,17.30649269,16.5053608,16.96716296,0,2.9805522,9.45961,47.920578,119.509636,249.95146,163.3559,0,0,0.14452368,0.03897003,264564,248.22873,30.30882,0.45455,1,11.96605,0.13163542
355805,355903,248.4646469,31.52811445,DEV,19.91488854,19.36874185,18.9796571,19.84543358,20.19575772,0,3.6347187,10.81545,17.88559,25.59394,11.529927,8.350201,0,0,-0.5464528,0.35559025,269318,248.46461,31.52812,0.14032,1,9.59533,0.114861451
356156,356255,248.604028,31.38547439,DEV,19.936045,19.47283575,19.11624856,19.90779401,20.24856962,0,1.1533589,10.606742,16.250462,22.56839,10.886353,7.953754,0,0,0.30553746,-0.43565613,269325,248.60403,31.38547,0.09932,1,9.36142,0.016963595
356302,356401,249.0059798,14.03597253,DEV,16.48443992,15.83381203,15.20409436,14.99225734,15.39339788,0,32.75769,254.81444,463.95428,828.63306,1007.15674,696.05066,0,0,0.6827491,0.3654439,181362,249.00615,14.03619,0.08716,1,9.56787,0.98301453
357014,357114,249.3569224,31.66514938,DEV,19.74829057,18.14460792,17.15542841,16.35914609,16.71824094,0,5.079583,12.609091,55.227684,137.34999,285.9839,205.4488,0,0,-0.1871905,-0.009177,269505,249.35692,31.66517,0.45092,1,12.22184,0.074591581
357084,357184,249.5179996,22.7800943,DEV,17.24154165,21.27541761,19.47484726,18.22213079,18.98659524,0,1.6877276,126.87713,3.089107,16.220383,51.42185,25.43091,0,0,-0.10782965,0.23154217,111231,249.51788,22.78028,0.73736,1,11.8139,0.777539523
357189,357289,249.5951036,19.72131452,DEV,19.9779755,18.10398175,16.95653325,16.14720057,16.78694716,0,7.062376,10.204925,57.333347,164.96306,347.63202,192.85066,0,0,-0.12970956,-0.02313598,98807,249.59514,19.72135,0.51603,1,11.73442,0.177574534
357260,357360,249.5146821,29.90910656,DEV,19.37688289,18.33088425,17.44513267,16.87725157,17.13969483,0,3.5460477,17.751982,46.520706,105.183334,177.45955,139.35484,0,0,-0.2290593,0.1243817,269277,249.51469,29.90911,0.1427,1,10.74168,0.02757385
357297,357397,249.6920484,11.23085543,DEV,20.11411983,18.80007814,17.87019811,17.46719455,18.06577633,0,3.8772826,9.002271,30.197344,71.108376,103.067604,59.386738,0,0,0.3499661,-0.037590276,103730,249.69205,11.23094,0.47208,1,11.44888,0.304523369
357354,357454,249.6995549,19.35381771,DEV,19.83985152,18.61185354,17.62701773,16.63881543,16.36863838,0,2.461483,11.589358,35.91357,88.95962,221.0415,283.4945,0,0,0.07626283,0.08350198,99793,249.69957,19.35384,0.44581,1,11.96898,0.095244419
357500,357600,249.7885634,26.69050804,DEV,20.14592448,18.27326798,16.95219157,15.9660618,16.59229292,0,5.9200053,8.742391,49.056076,165.62404,410.74783,230.71872,0,0,-0.15480702,0.024378704,111535,249.78856,26.69056,0.56862,2,12.44781,0.187373967
357967,358067,250.2342974,33.53298681,DEV,20.0788004,18.22080696,17.20662968,16.44178792,16.94716751,0,3.9764326,9.299933,51.484585,131.02318,265.02377,166.39221,0,0,0.20747462,0.09385747,269526,250.2343,33.53299,0.44354,1,12.0253,0.013962257
358316,358416,250.5585467,20.26811319,DEV,20.02997913,18.92812574,18.24883728,18.1816864,18.45796731,0,1.7061046,9.727659,26.837973,50.172424,53.37347,41.382153,0,0,0.13987418,-0.35467628,107152,250.55856,20.26809,0.19667,1,10.57191,0.094802432
359947,360048,252.1079324,20.57406445,DEV,20.05216304,18.97040333,18.02941393,17.46025675,18.07110674,0,6.184869,9.530919,25.813011,61.40934,103.72831,59.095894,0,0,-0.22454678,0.08396344,110314,252.10793,20.57405,0.26959,2,10.8968,0.052653154
360028,360129,252.2527853,19.78389838,DEV,19.55218594,18.06198355,17.21680086,16.84612111,17.3151987,0,7.1581287,15.10517,59.594555,129.80148,182.62135,118.555176,0,0,-0.22208525,-0.11864709,109242,252.25278,19.78392,0.40965,1,11.04375,0.079900726
360048,360149,252.2573683,24.07402968,DEV,19.96674714,18.77753737,17.81856354,17.28044974,17.34377342,0,1.9562225,10.311008,30.830818,74.57179,122.410904,115.47571,0,0,0.02234088,0.086562805,109047,252.25739,24.07404,0.16897,1,10.54394,0.080554705
360098,360199,252.2612066,18.70972713,DEV,19.66655743,18.90589837,18.33443104,18.83381237,19.02717464,0,5.073473,13.594932,27.393066,46.368984,29.273527,24.497972,0,0,-0.16927539,0.53524095,107010,252.26105,18.70966,0.14598,1,10.01481,0.586230916
360286,360387,252.3919823,18.4279877,DEV,20.13405639,19.04843592,18.28179528,17.99756387,18.2930414,0,0.9464805,8.838477,24.022911,48.672302,63.237465,48.170753,0,0,0.12934278,-0.40426707,107018,252.39198,18.42804,0.20554,1,10.64283,0.188440974
360373,360474,252.5209954,32.42840845,DEV,20.16858609,18.30331129,17.30159953,16.53630452,17.02992608,0,3.2109797,8.56181,47.71726,120.04945,242.92834,154.18054,0,0,0.17972039,0.18704176,269535,252.52103,32.42839,0.45007,1,12.12608,0.124347698
360440,360541,252.6337007,24.27281798,DEV,19.5639033,18.49837405,17.75983189,17.73125219,17.94773659,0,2.9544697,14.94303,39.87038,78.71677,80.81633,66.20722,0,0,0.28257355,-0.1142699,106794,252.63367,24.27282,0.25187,1,10.63983,0.100954329
360881,360982,253.1183113,29.86965508,DEV,20.15463581,18.7821541,17.82937124,17.27794,17.82098726,0,3.9543035,8.672527,30.699999,73.83317,122.69419,74.40551,0,0,-0.065129,0.022622095,264162,253.11832,29.86962,0.49793,1,11.72396,0.129133491
361394,361495,253.6344235,29.05421964,DEV,20.13519007,18.34457945,17.20283706,16.33401764,16.8824644,0,4.160835,8.829253,45.93759,131.48166,292.67993,176.60957,0,0,0.038557045,-0.08537638,236502,253.63443,29.0542,0.50426,2,12.01103,0.073561443
361506,361607,253.8043967,21.4390246,DEV,19.17572988,18.02466641,17.1403659,17.01562723,17.33907863,0,4.5635786,21.365253,61.678448,139.26874,156.22449,115.97611,0,0,0.24334872,-0.56267315,106330,253.80441,21.43902,0.15195,1,10.69806,0.047415955
361533,361634,254.0232127,26.78440371,DEV,18.75499347,17.18449445,16.19703124,15.66526408,16.11441159,0,10.279571,31.477673,133.7218,332.03778,541.8691,358.29056,0,0,-0.15857376,0.23375033,111498,254.02315,26.78436,0.31789,1,11.85685,0.255568864
361653,361754,254.1808617,29.74942613,DEV,19.41193979,18.95189008,17.91807754,18.96563514,19.92441536,0,6.6542516,17.18795,26.256931,68.04073,25.926622,10.720964,0,0,0.2633707,0.42715153,236717,254.18102,29.74946,0.03498,1,8.41458,0.509560922
362118,362221,254.7222186,18.82601862,DEV,19.84369546,19.09882594,18.21298444,19.22983932,20.4765407,0,6.9168,11.5484,22.933462,51.85686,20.326578,6.4473867,0,0,0.21080148,0.263688,111311,254.72221,18.82612,0.24342,1,10.44001,0.366149088
362153,362256,254.7162994,28.7596068,DEV,19.373275,18.42623728,17.62415876,17.46711097,18.11264834,0,7.6733675,17.81107,42.609367,89.194176,103.07554,56.87752,0,0,-0.012101153,0.21267241,247220,254.71623,28.75951,0.55285,1,11.74492,0.411654352
362314,362417,255.15185,20.60530689,DEV,19.35398532,18.03065434,16.963463,16.12816625,16.27640592,0,4.240522,18.130337,61.339222,163.91353,353.78018,308.62964,0,0,0.38498828,0.047499552,108762,255.15187,20.60528,0.17908,1,10.94016,0.117972252
362431,362534,255.077611,29.83663743,DEV,20.02263912,18.92097533,17.86346208,16.896751,17.42472273,0,5.807418,9.793645,27.015305,71.55091,174.30089,107.1793,0,0,0.014203726,0.13547003,236299,255.07758,29.83658,0.6479,1,11.73893,0.228336227
362532,362635,255.2569813,26.7959998,DEV,19.96776247,18.31342559,17.43714021,17.06721113,17.60655405,0,3.6066663,10.301371,47.274807,105.96048,148.97574,90.65221,0,0,-0.15116723,-0.05516031,231818,255.25699,26.79601,0.34074,1,11.41564,0.046120174
363124,363227,256.0941416,28.41742437,DEV,19.73406194,17.97453696,17.00509055,16.24120135,16.79155875,0,3.2512534,12.775421,64.592964,157.74797,318.80084,192.03328,0,0,0.21351111,0.007429517,235784,256.09415,28.41735,0.45851,1,12.15437,0.269035237
363176,363279,256.3427636,23.10899682,DEV,20.10403211,18.41413749,17.37217407,16.6297317,17.12754198,0,4.9212008,9.086302,43.086876,112.49426,222.89859,140.92343,0,0,0.12517677,-0.075633295,107798,256.34274,23.10899,0.45431,1,11.92135,0.081887587
363206,363309,256.3526896,28.19257099,DEV,19.78540282,18.23219162,16.98216969,16.02398386,16.56379656,0,6.577969,12.185374,50.947556,161.11357,389.40942,236.85435,0,0,0.25570816,0.18929195,235790,256.35269,28.19259,0.55403,2,12.23536,0.068448221
363232,363335,256.1656078,32.90661139,DEV,18.59347065,19.7607623,18.75880531,18.20072043,18.76616158,0,0.83275115,36.52681,12.46508,31.367353,52.445934,31.155546,0,0,0.1172828,0.07386184,234701,256.16559,32.9066,0.43556,1,11.23243,0.0676447
363277,363380,256.3897313,30.31436128,DEV,19.96031271,19.53861201,19.23884519,19.80705163,20.78697516,0,3.116959,10.372296,15.295201,20.158672,11.944813,4.8440647,0,0,-0.27274066,-0.07461097,233962,256.38971,30.31437,0.15858,1,8.96534,0.073154466
364642,364745,259.6313671,23.79146424,DEV,20.10823587,18.77434985,17.69709121,17.13186846,17.66913141,0,2.5899098,9.051189,30.921465,83.39951,140.36299,85.5751,0,0,0.012142251,-0.000618318,236986,259.63141,23.79147,0.57289,1,11.87275,0.142964631
365136,365239,260.7867116,27.74873199,DEV,20.0024523,18.78204658,18.08174401,17.95381275,18.34417912,0,1.8208925,9.977439,30.70304,58.51974,65.83774,45.954533,0,0,0.26233962,-0.07263486,235077,260.78671,27.74874,0.25036,1,10.71442,0.029249525
365856,365960,317.1016646,5.017048178,DEV,20.01013021,18.50071919,17.55316006,16.95734974,17.52335035,0,3.4178188,9.907131,39.784355,95.22171,164.83905,97.872314,0,0,-0.27278495,0.06612694,610842,317.10162,5.01703,0.50541,1,12.07205,0.172941925
365996,366100,317.3680568,-0.090977177,DEV,19.97073947,18.39923311,17.3643197,17.26783336,18.08245157,0,5.8478246,10.273164,43.682426,113.31101,123.84163,58.481617,0,0,-0.004861077,0.009300057,626115,317.36807,-0.09099,0.51737,1,11.09649,0.066159406
366049,366153,317.3321569,5.714526886,DEV,19.99863925,18.7058866,17.81755562,17.09482862,17.5778715,0,3.3787253,10.012541,32.934067,74.64105,145.23409,93.07893,0,0,0.095902175,-0.043091804,614202,317.33215,5.71451,0.5247,1,11.4915,0.065634934
366147,366251,317.6298166,-2.590165486,DEV,19.60491959,18.84950086,17.89558317,19.0589974,22.10217599,0,3.4554045,14.389051,28.853577,69.46511,23.790361,1.4425458,0,0,-0.08814655,0.13464844,687278,317.62985,-2.59013,0.13353,1,10.24677,0.175271042
366186,366290,317.571321,1.502544783,DEV,20.15028538,18.27514562,17.31096944,16.55554069,17.10685419,0,2.8851213,8.707347,48.971313,119.01788,238.66225,143.63435,0,0,-0.054546107,-0.17423111,836517,317.57132,1.50254,0.45217,1,12.00103,0.017555601
366443,366547,318.1797439,0.155754988,DEV,20.15614969,18.50612234,17.52884083,16.79976487,17.24762532,0,2.6393402,8.660443,39.58686,97.37863,190.58734,126.16819,0,0,-0.05379473,-0.017624205,636201,318.17972,0.15575,0.44516,1,11.90146,0.087991345
366919,367023,319.0428046,3.730653459,DEV,19.89186981,18.78631001,17.93089234,17.23038839,17.50244589,0,4.0902143,11.047196,30.582712,67.24238,128.1872,99.77498,0,0,-0.15156046,-0.1517034,613201,319.04276,3.73064,0.53396,1,11.17591,0.167364407
367332,367436,319.5309726,0.960399787,DEV,20.16239921,18.26589775,17.25815314,16.51528466,17.02571654,0,3.9080758,8.610737,49.390213,124.950714,247.67726,154.77948,0,0,-0.118183605,0.09179231,637377,319.53098,0.96038,0.45028,1,12.17157,0.076076868
367560,367664,320.1046415,-3.36386399,DEV,19.4343263,18.50875475,17.85961443,18.03177214,18.37557664,0,1.3797653,16.837185,39.490997,71.804924,61.276104,44.64464,0,0,0.07917244,-0.32104278,704813,320.10437,-3.36389,0.13925,3,10.58991,0.980320481
367661,367765,320.2096426,-2.961878238,DEV,20.07461426,18.26436315,17.29827919,16.65071059,17.21452219,0,4.949218,9.335859,49.46007,120.417145,218.63303,130.07419,0,0,-0.01989385,-0.14245027,704890,320.20963,-2.96188,0.44186,1,11.80901,0.045895224
367794,367898,320.3526478,-1.998521442,DEV,20.14528723,18.79538302,18.04496612,17.96933909,18.73020441,0,1.2401216,8.747523,30.32821,60.535976,64.90294,32.204624,0,0,0.042812567,0.044980843,685377,320.35272,-1.99855,0.25868,1,10.8569,0.279470284
367972,368076,320.5987379,0.16173998,DEV,19.92591069,18.18638566,17.15589145,16.38853798,16.90959154,0,4.424989,10.706209,53.14296,137.29143,278.3459,172.25165,0,0,-0.09630089,-0.15071295,636205,320.59875,0.16175,0.46665,1,12.04541,0.056445777
368214,368318,320.8528251,6.463476929,DEV,20.11695232,19.27047516,18.41020807,19.35260823,19.78216293,0,3.3416133,8.978816,19.579876,43.243095,18.153347,12.22179,0,0,-0.09237209,-0.002825418,614363,320.85294,6.46353,0.17975,1,9.87779,0.453107766
369097,369202,321.9514623,9.592834958,DEV,19.90181579,18.35800861,17.41857956,16.89248762,17.27979537,0,5.2773995,10.94646,45.372902,107.787445,174.98666,122.4847,0,0,0.07037797,-0.002517994,616548,321.95135,9.59293,0.45244,2,11.56446,0.525419472
369757,369862,322.7196282,8.782438014,DEV,19.92639359,18.4134115,17.41022479,17.12333864,17.47863228,0,2.4271803,10.701448,43.115696,108.62007,141.47006,101.98753,0,0,-0.056278504,0.23281851,616174,322.71964,8.78241,0.24895,1,11.40405,0.10927141
370405,370510,323.6090318,-1.670328096,DEV,20.06080204,18.76953213,17.70896905,17.3002729,17.83570916,0,4.353278,9.455384,31.058977,82.4921,120.19623,73.40343,0,0,-0.030257722,0.15683754,696386,323.60904,-1.67032,0.54305,1,11.71055,0.041393104
370959,371065,324.4081468,0.22108504,DEV,17.99090962,17.38350495,16.7910935,16.36820766,16.35315428,0,4.144282,63.626225,111.32636,192.11559,283.607,287.5665,0,0,0.11086492,0.10123218,636372,324.40814,0.22119,0.21276,1,10.66777,0.378646407
372247,372353,326.0537679,5.153191727,DEV,20.04326796,18.48935418,17.47611394,16.97817989,17.33111326,0,2.918848,9.6093235,40.202988,102.224365,161.70671,116.830086,0,0,0.22330517,-0.002430457,611504,326.05377,5.15317,0.28197,1,11.70581,0.078584639
372363,372469,326.2191372,2.741961504,DEV,20.06435525,18.73517694,17.61320634,16.80065597,17.38415703,0,7.6655993,9.424491,32.05747,90.09848,190.43098,111.25952,0,0,-0.5795337,0.102188066,612352,326.21906,2.74195,0.61594,1,11.96058,0.280615549
373281,373388,327.1831955,-1.675442967,DEV,20.08262324,19.07921732,18.2782644,17.88679479,17.882501,0,0.99771714,9.267246,23.351408,48.830845,70.02967,70.30717,0,0,-0.012898933,0.004716487,691200,327.18317,-1.67544,0.22712,1,10.62884,0.092419898
373487,373594,327.3138088,-0.214347972,DEV,20.1157298,18.25321856,17.22110463,16.43467161,16.9307836,0,2.427988,8.988932,49.97037,129.28798,266.76654,168.92213,0,0,-0.006765188,-0.011637278,635551,327.31381,-0.21435,0.45252,1,12.27034,0.008453642
373596,373703,327.3377408,3.701991709,DEV,20.14886016,18.73263124,17.74245242,17.03494072,17.53941993,0,3.2743113,8.718784,32.13272,79.98693,153.47008,96.43441,0,0,0.10246485,-0.06322132,613779,327.33774,3.70198,0.52315,1,11.71832,0.042261825
373908,374015,327.666042,3.102219184,DEV,18.70544137,17.70077001,16.97756085,16.97783202,17.30882083,0,5.391398,32.947575,83.11741,161.79893,161.75853,119.25365,0,0,0.32171336,0.1830127,610475,327.66605,3.10224,0.22785,1,10.97509,0.080241304
374098,374205,327.9518051,-2.783260474,DEV,19.65368976,18.28282115,17.25946298,16.75860087,17.00002425,0,9.886266,13.757011,48.626335,124.800064,197.95189,158.48578,0,0,-0.59816617,-0.19892058,704778,327.95184,-2.78329,0.21683,1,10.61826,0.164462557
374359,374466,328.07075,8.395191869,DEV,19.48656706,18.66199357,17.90283418,17.53357223,17.82060168,0,3.0167625,16.046236,34.29277,69.00274,96.9552,74.43194,0,0,0.34898233,-0.12051407,615865,328.07074,8.3952,0.02871,1,9.32195,0.046041233
374707,374814,328.2766285,-0.084421432,DEV,19.50330543,18.14813056,16.95963711,16.24424869,16.4782776,0,2.61929,15.800755,55.04879,164.49214,317.90732,256.2648,0,0,0.16073468,-0.18664521,626339,328.27664,-0.08446,0.15782,1,11.55313,0.144905143
375246,375353,328.5541084,21.99842325,DEV,18.47756206,17.97916042,17.37317626,18.96315309,20.81228229,0,10.632758,40.64201,64.31849,112.39047,25.98596,4.7324615,0,0,0.004906449,0.011003581,738537,328.55408,21.99833,0.07237,1,9.13161,0.348854949
375363,375470,328.8888401,23.62721637,DEV,20.03492303,18.27346388,17.30044507,16.56986776,17.34857296,0,4.294789,9.683465,49.047226,120.17717,235.53362,114.96637,0,0,-0.001382138,0.24994029,739368,328.88879,23.6271,0.45751,2,12.16167,0.450289278
376256,376363,329.2985306,23.41300926,DEV,19.9011375,18.83538391,18.07263041,17.78323382,18.11927084,0,2.1417704,10.9533,29.231186,59.01302,77.03826,56.53165,0,0,-0.2457491,-0.34820282,738871,329.29852,23.41299,0.19853,1,10.66126,0.077589381
376306,376413,329.4948464,10.19948835,DEV,20.09477967,18.30128853,17.28018505,16.41399711,16.85470264,0,3.9036832,9.164064,47.80624,122.44075,271.89496,181.18362,0,0,-0.1722136,-0.09835503,616515,329.49484,10.19946,0.39198,1,11.88289,0.104526554
376664,376771,329.7578307,19.40233046,DEV,19.81704653,18.50868343,17.67109888,17.62805954,18.01435318,0,2.2760303,11.835358,39.49359,85.42017,88.8743,62.267113,0,0,0.10190585,0.1949038,721674,329.7579,19.40233,0.21058,1,10.80254,0.235467777
